Country	ID	GRIDCODE	AREA	Category	Parameter	Obs	Threshold	Response	weight	ER
NO	NWS	20kmE442N496	133221113.245139	3	Indirect Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE444N496	351314089.278082	1	Nutrients	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE444N496	351314089.278082	2	Direct Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE444N496	351314089.278082	3	Indirect Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE450N496	400000000.000037	1	Nutrients	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE450N496	400000000.000037	2	Direct Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE450N496	400000000.000037	3	Indirect Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE452N496	191068469.234122	1	Nutrients	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE452N496	191068469.234122	2	Direct Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE452N496	191068469.234122	3	Indirect Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE454N496	147716664.058434	1	Nutrients	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE454N496	147716664.058434	2	Direct Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE454N496	147716664.058434	3	Indirect Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE456N496	27875398.97728	1	Nutrients	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE456N496	27875398.97728	2	Direct Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE456N496	27875398.97728	3	Indirect Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE458N496	1999124.794709	1	Nutrients	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE458N496	1999124.794709	2	Direct Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE458N496	1999124.794709	3	Indirect Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE442N498	20694856.128097	1	Nutrients	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE442N498	20694856.128097	2	Direct Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE442N498	20694856.128097	3	Indirect Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE444N498	207106967.410833	1	Nutrients	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE444N498	207106967.410833	2	Direct Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE444N498	207106967.410833	3	Indirect Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE446N498	360884725.387432	1	Nutrients	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE446N498	360884725.387432	2	Direct Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE446N498	360884725.387432	3	Indirect Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE448N498	399999999.999963	1	Nutrients	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE448N498	399999999.999963	2	Direct Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE448N498	399999999.999963	3	Indirect Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE450N498	400000000.000075	1	Nutrients	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE450N498	400000000.000075	2	Direct Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE450N498	400000000.000075	3	Indirect Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE452N498	308857026.082443	1	Nutrients	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE452N498	308857026.082443	2	Direct Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE452N498	308857026.082443	3	Indirect Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE454N498	192384171.052249	1	Nutrients	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE454N498	192384171.052249	2	Direct Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE454N498	192384171.052249	3	Indirect Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE456N498	59267164.397381	1	Nutrients	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE456N498	59267164.397381	2	Direct Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE456N498	59267164.397381	3	Indirect Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE458N498	71356640.708293	1	Nutrients	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE458N498	71356640.708293	2	Direct Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE458N498	71356640.708293	3	Indirect Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE444N500	154457424.313525	1	Nutrients	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE444N500	154457424.313525	2	Direct Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE444N500	154457424.313525	3	Indirect Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE446N500	162722068.362806	1	Nutrients	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE446N500	162722068.362806	2	Direct Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE446N500	162722068.362806	3	Indirect Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE448N500	272005006.862132	1	Nutrients	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE448N500	272005006.862132	2	Direct Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE448N500	272005006.862132	3	Indirect Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE450N500	336446502.865665	1	Nutrients	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE450N500	336446502.865665	2	Direct Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE450N500	336446502.865665	3	Indirect Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE452N500	396915346.520539	1	Nutrients	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE452N500	396915346.520539	2	Direct Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE452N500	396915346.520539	3	Indirect Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE454N500	260917188.317867	1	Nutrients	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE454N500	260917188.317867	2	Direct Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE454N500	260917188.317867	3	Indirect Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE456N500	151020463.725662	1	Nutrients	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE456N500	151020463.725662	2	Direct Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE456N500	151020463.725662	3	Indirect Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE458N500	165870923.207918	1	Nutrients	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE458N500	165870923.207918	2	Direct Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE458N500	165870923.207918	3	Indirect Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE460N500	11354265.796259	1	Nutrients	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE460N500	11354265.796259	2	Direct Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE460N500	11354265.796259	3	Indirect Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE446N502	122687186.012171	1	Nutrients	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE446N502	122687186.012171	2	Direct Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE446N502	122687186.012171	3	Indirect Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE448N502	285412950.007549	1	Nutrients	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE448N502	285412950.007549	2	Direct Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE448N502	285412950.007549	3	Indirect Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE450N502	123062194.542135	1	Nutrients	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE450N502	123062194.542135	2	Direct Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE450N502	123062194.542135	3	Indirect Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE452N502	172983683.44893	1	Nutrients	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE452N502	172983683.44893	2	Direct Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE452N502	172983683.44893	3	Indirect Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE454N502	290172765.398093	1	Nutrients	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE454N502	290172765.398093	2	Direct Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE454N502	290172765.398093	3	Indirect Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE456N502	353784310.539327	1	Nutrients	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE456N502	353784310.539327	2	Direct Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE456N502	353784310.539327	3	Indirect Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE458N502	113526744.387858	1	Nutrients	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE458N502	113526744.387858	2	Direct Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE458N502	113526744.387858	3	Indirect Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE460N502	7390054.272041	1	Nutrients	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE460N502	7390054.272041	2	Direct Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE460N502	7390054.272041	3	Indirect Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE462N502	31119160.338316	1	Nutrients	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE462N502	31119160.338316	2	Direct Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE462N502	31119160.338316	3	Indirect Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE448N504	313912433.326349	1	Nutrients	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE448N504	313912433.326349	2	Direct Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE448N504	313912433.326349	3	Indirect Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE450N504	329472788.46899	1	Nutrients	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE450N504	329472788.46899	2	Direct Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE450N504	329472788.46899	3	Indirect Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE452N504	227068744.067527	1	Nutrients	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE452N504	227068744.067527	2	Direct Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE452N504	227068744.067527	3	Indirect Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE454N504	31255297.608399	1	Nutrients	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE454N504	31255297.608399	2	Direct Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE454N504	31255297.608399	3	Indirect Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE456N504	112664446.201756	1	Nutrients	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE456N504	112664446.201756	2	Direct Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE456N504	112664446.201756	3	Indirect Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE458N504	114554484.556283	1	Nutrients	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE458N504	114554484.556283	2	Direct Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE458N504	114554484.556283	3	Indirect Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE460N504	210931387.644951	1	Nutrients	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE460N504	210931387.644951	2	Direct Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE460N504	210931387.644951	3	Indirect Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE462N504	129864441.680171	1	Nutrients	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE462N504	129864441.680171	2	Direct Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE462N504	129864441.680171	3	Indirect Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE464N504	6888523.936992	1	Nutrients	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE464N504	6888523.936992	2	Direct Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE464N504	6888523.936992	3	Indirect Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE448N506	117411546.352186	1	Nutrients	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE448N506	117411546.352186	2	Direct Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE448N506	117411546.352186	3	Indirect Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE450N506	152490767.358417	1	Nutrients	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE450N506	152490767.358417	2	Direct Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE450N506	152490767.358417	3	Indirect Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE452N506	107989948.438048	1	Nutrients	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE452N506	107989948.438048	2	Direct Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE452N506	107989948.438048	3	Indirect Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE454N506	101484503.531419	1	Nutrients	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE454N506	101484503.531419	2	Direct Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE454N506	101484503.531419	3	Indirect Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE456N506	54062261.509645	1	Nutrients	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE456N506	54062261.509645	2	Direct Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE456N506	54062261.509645	3	Indirect Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE458N506	106784372.771144	1	Nutrients	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE458N506	106784372.771144	2	Direct Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE458N506	106784372.771144	3	Indirect Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE460N506	36163907.008376	1	Nutrients	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE460N506	36163907.008376	2	Direct Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE460N506	36163907.008376	3	Indirect Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE462N506	27151814.236594	1	Nutrients	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE462N506	27151814.236594	2	Direct Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE462N506	27151814.236594	3	Indirect Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE448N508	69515.054996	1	Nutrients	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE448N508	69515.054996	2	Direct Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE448N508	69515.054996	3	Indirect Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE450N508	217040483.898721	1	Nutrients	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE450N508	217040483.898721	2	Direct Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE450N508	217040483.898721	3	Indirect Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE452N508	152227562.023396	1	Nutrients	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE452N508	152227562.023396	2	Direct Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE452N508	152227562.023396	3	Indirect Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE454N508	111578798.18243	1	Nutrients	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE454N508	111578798.18243	2	Direct Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE454N508	111578798.18243	3	Indirect Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE456N508	238551795.65379	1	Nutrients	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE456N508	238551795.65379	2	Direct Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE456N508	238551795.65379	3	Indirect Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE458N508	259865624.24904	1	Nutrients	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE458N508	259865624.24904	2	Direct Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE458N508	259865624.24904	3	Indirect Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE460N508	199439465.174957	1	Nutrients	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE460N508	199439465.174957	2	Direct Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE460N508	199439465.174957	3	Indirect Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE462N508	75194747.231006	1	Nutrients	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE462N508	75194747.231006	2	Direct Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE462N508	75194747.231006	3	Indirect Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE450N510	17617738.804848	1	Nutrients	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE450N510	17617738.804848	2	Direct Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE450N510	17617738.804848	3	Indirect Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE452N510	301641254.215095	1	Nutrients	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE452N510	301641254.215095	2	Direct Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE452N510	301641254.215095	3	Indirect Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE454N510	140235832.40058	1	Nutrients	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE454N510	140235832.40058	2	Direct Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE454N510	140235832.40058	3	Indirect Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE456N510	367481738.247501	1	Nutrients	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE456N510	367481738.247501	2	Direct Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE456N510	367481738.247501	3	Indirect Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE458N510	335492126.816528	1	Nutrients	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE458N510	335492126.816528	2	Direct Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE458N510	335492126.816528	3	Indirect Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE460N510	303370813.848988	1	Nutrients	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE460N510	303370813.848988	2	Direct Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE460N510	303370813.848988	3	Indirect Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE462N510	118903086.2735	1	Nutrients	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE462N510	118903086.2735	2	Direct Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE462N510	118903086.2735	3	Indirect Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE452N512	35005519.727227	1	Nutrients	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE452N512	35005519.727227	2	Direct Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE452N512	35005519.727227	3	Indirect Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE454N512	206001339.885993	1	Nutrients	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE454N512	206001339.885993	2	Direct Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE454N512	206001339.885993	3	Indirect Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE456N512	292687493.778943	1	Nutrients	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE456N512	292687493.778943	2	Direct Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE456N512	292687493.778943	3	Indirect Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE458N512	364447036.201086	1	Nutrients	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE458N512	364447036.201086	2	Direct Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE458N512	364447036.201086	3	Indirect Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE460N512	114991943.809693	1	Nutrients	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE460N512	114991943.809693	2	Direct Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE460N512	114991943.809693	3	Indirect Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE462N512	150102573.697604	1	Nutrients	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE462N512	150102573.697604	2	Direct Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE462N512	150102573.697604	3	Indirect Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE464N512	38752325.552178	1	Nutrients	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE464N512	38752325.552178	2	Direct Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE464N512	38752325.552178	3	Indirect Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE454N514	17217227.198316	1	Nutrients	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE454N514	17217227.198316	2	Direct Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE454N514	17217227.198316	3	Indirect Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE456N514	219296026.156204	1	Nutrients	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE456N514	219296026.156204	2	Direct Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE456N514	219296026.156204	3	Indirect Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE458N514	364938124.853209	1	Nutrients	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE458N514	364938124.853209	2	Direct Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE458N514	364938124.853209	3	Indirect Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE460N514	74493693.73683	1	Nutrients	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE460N514	74493693.73683	2	Direct Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE460N514	74493693.73683	3	Indirect Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE462N514	40823961.821535	1	Nutrients	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE462N514	40823961.821535	2	Direct Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE462N514	40823961.821535	3	Indirect Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE464N514	55736917.07986	1	Nutrients	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE464N514	55736917.07986	2	Direct Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE464N514	55736917.07986	3	Indirect Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE466N514	77784832.041791	1	Nutrients	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE466N514	77784832.041791	2	Direct Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE466N514	77784832.041791	3	Indirect Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE468N514	68968095.635598	1	Nutrients	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE468N514	68968095.635598	2	Direct Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE468N514	68968095.635598	3	Indirect Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE470N514	10890955.867967	1	Nutrients	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE470N514	10890955.867967	2	Direct Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE470N514	10890955.867967	3	Indirect Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE458N516	80068398.081455	1	Nutrients	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE458N516	80068398.081455	2	Direct Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE458N516	80068398.081455	3	Indirect Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE460N516	221692269.191326	1	Nutrients	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE460N516	221692269.191326	2	Direct Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE460N516	221692269.191326	3	Indirect Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE462N516	151417887.568191	1	Nutrients	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE462N516	151417887.568191	2	Direct Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE462N516	151417887.568191	3	Indirect Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE464N516	201736859.265615	1	Nutrients	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE464N516	201736859.265615	2	Direct Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE464N516	201736859.265615	3	Indirect Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE466N516	96818344.400076	1	Nutrients	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE466N516	96818344.400076	2	Direct Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE466N516	96818344.400076	3	Indirect Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE468N516	46077478.553425	1	Nutrients	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE468N516	46077478.553425	2	Direct Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE468N516	46077478.553425	3	Indirect Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE470N516	36336649.599319	1	Nutrients	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE470N516	36336649.599319	2	Direct Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE470N516	36336649.599319	3	Indirect Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE472N516	61820507.283698	1	Nutrients	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE472N516	61820507.283698	2	Direct Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE472N516	61820507.283698	3	Indirect Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE460N518	52775367.00118	1	Nutrients	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE460N518	52775367.00118	2	Direct Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE460N518	52775367.00118	3	Indirect Effects	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE462N518	383531179.697807	1	Nutrients	0.7	0.6	-	1	0.857142857142857
NO	NWS	20kmE462N518	383531179.697807	2	Direct Effects	0.7	0.6	-	1	0.857142857142857
